Accident_ID,Date_Time,Location,Weather_Condition,Road_Condition,Vehicle_Type,Accident_Severity,Number_of_Vehicles,Casualties,Traffic_Density
e3bf9ded,2024-06-09 21:00:00,Industrial Area,Fog,Wet,Bus,Severe,1,6,Low
ca93152d,2024-06-09 22:00:00,Downtown,Clear,Icy,Truck,Minor,1,5,Moderate
8ff50369,2024-06-09 23:00:00,Suburbs,Rain,Icy,Bicycle,Severe,2,0,High
34d9cec5,2024-06-10 00:00:00,Residential Zone,Fog,Wet,Bus,Fatal,1,6,High
a820d863,2024-06-10 01:00:00,Industrial Area,Fog,Wet,Car,Moderate,3,7,High
09068814,2024-06-10 02:00:00,Downtown,Clear,Icy,Bus,Fatal,4,8,Moderate
e87a6095,2024-06-10 03:00:00,Industrial Area,Snow,Wet,Car,Minor,1,2,Low
3380c389,2024-06-10 04:00:00,Highway,Storm,Icy,Car,Severe,4,4,Moderate
fcae7680,2024-06-10 05:00:00,Downtown,Clear,Icy,Car,Severe,2,5,Low
e692cf2f,2024-06-10 06:00:00,Suburbs,Storm,Wet,Bicycle,Moderate,3,5,Low
19b13515,2024-06-10 07:00:00,Downtown,Fog,Under Construction,Bicycle,Fatal,4,2,Low
df6fa365,2024-06-10 08:00:00,Residential Zone,Snow,Dry,Car,Minor,2,2,High
5ac0df97,2024-06-10 09:00:00,Highway,Snow,Icy,Truck,Minor,3,4,Low
3969523b,2024-06-10 10:00:00,Industrial Area,Storm,Icy,Bus,Minor,4,6,Low
8cb3bcba,2024-06-10 11:00:00,Downtown,Rain,Wet,Truck,Severe,4,7,High
9f87d3e3,2024-06-10 12:00:00,Downtown,Storm,Under Construction,Bus,Fatal,1,0,High
1e2bd2da,2024-06-10 13:00:00,Industrial Area,Rain,Icy,Truck,Severe,2,0,High
05a9e61a,2024-06-10 14:00:00,Suburbs,Snow,Dry,Bus,Fatal,3,5,Moderate
62bd5ec3,2024-06-10 15:00:00,Suburbs,Snow,Icy,Motorcycle,Severe,3,8,Low
6702a527,2024-06-10 16:00:00,Industrial Area,Snow,Dry,Truck,Minor,1,1,Low
71a6737c,2024-06-10 17:00:00,Downtown,Fog,Dry,Motorcycle,Minor,1,6,High
766efd21,2024-06-10 18:00:00,Downtown,Fog,Icy,Bicycle,Moderate,4,0,Moderate
2daa7a90,2024-06-10 19:00:00,Highway,Clear,Dry,Bus,Minor,1,6,Low
9664b1f3,2024-06-10 20:00:00,Downtown,Fog,Icy,Car,Severe,1,8,Moderate
c1074ed6,2024-06-10 21:00:00,Suburbs,Fog,Dry,Bicycle,Fatal,4,4,Low
2168b8ee,2024-06-10 22:00:00,Suburbs,Storm,Dry,Truck,Severe,4,7,Low
4df67128,2024-06-10 23:00:00,Downtown,Snow,Icy,Car,Minor,2,9,High
98046eae,2024-06-11 00:00:00,Suburbs,Fog,Icy,Truck,Moderate,3,9,Low
04b1bedb,2024-06-11 01:00:00,Suburbs,Rain,Wet,Truck,Moderate,1,7,High
c6034879,2024-06-11 02:00:00,Industrial Area,Fog,Icy,Truck,Moderate,2,9,Low
4a274ec9,2024-06-11 03:00:00,Highway,Snow,Under Construction,Bicycle,Fatal,1,2,High
dc6f49e1,2024-06-11 04:00:00,Residential Zone,Clear,Wet,Truck,Severe,2,3,Low
f0c8df47,2024-06-11 05:00:00,Highway,Rain,Icy,Bus,Severe,4,5,Moderate
14a17fa9,2024-06-11 06:00:00,Suburbs,Snow,Icy,Truck,Severe,3,9,Low
8270bdb9,2024-06-11 07:00:00,Residential Zone,Clear,Icy,Car,Moderate,3,9,High
5dd71711,2024-06-11 08:00:00,Highway,Clear,Icy,Bicycle,Fatal,2,9,Moderate
e6be04b0,2024-06-11 09:00:00,Suburbs,Fog,Under Construction,Car,Minor,3,7,Moderate
3ce9d123,2024-06-11 10:00:00,Suburbs,Fog,Under Construction,Bicycle,Fatal,4,9,Moderate
063d04d5,2024-06-11 11:00:00,Suburbs,Storm,Icy,Truck,Fatal,3,6,Moderate
0e4f3318,2024-06-11 12:00:00,Suburbs,Snow,Under Construction,Car,Minor,4,2,Low
951e284b,2024-06-11 13:00:00,Downtown,Snow,Dry,Motorcycle,Fatal,3,9,High
b85abce4,2024-06-11 14:00:00,Suburbs,Rain,Icy,Car,Severe,3,8,Moderate
8d2c26d1,2024-06-11 15:00:00,Highway,Rain,Dry,Car,Severe,4,7,Low
c77518d9,2024-06-11 16:00:00,Highway,Snow,Under Construction,Motorcycle,Minor,1,1,High
1436755f,2024-06-11 17:00:00,Industrial Area,Rain,Dry,Bicycle,Minor,1,8,Low
218120be,2024-06-11 18:00:00,Highway,Rain,Icy,Bus,Moderate,3,0,High
7d9fb460,2024-06-11 19:00:00,Suburbs,Fog,Wet,Motorcycle,Minor,2,1,Low
e8d5a75e,2024-06-11 20:00:00,Downtown,Fog,Wet,Car,Moderate,2,8,High
6ff9f7d8,2024-06-11 21:00:00,Industrial Area,Snow,Icy,Truck,Fatal,3,3,Moderate
f1c01527,2024-06-11 22:00:00,Downtown,Snow,Wet,Bus,Moderate,4,5,Moderate
b31631d9,2024-06-11 23:00:00,Residential Zone,Clear,Wet,Truck,Moderate,3,0,High
a58e4049,2024-06-12 00:00:00,Suburbs,Snow,Dry,Truck,Fatal,3,5,Low
18a66e84,2024-06-12 01:00:00,Residential Zone,Storm,Icy,Motorcycle,Severe,2,5,Low
84347dd7,2024-06-12 02:00:00,Highway,Clear,Icy,Bus,Severe,2,4,High
ca1c2902,2024-06-12 03:00:00,Suburbs,Rain,Icy,Truck,Minor,3,5,Low
28cbeca7,2024-06-12 04:00:00,Highway,Rain,Icy,Truck,Minor,2,9,High
cffa1f68,2024-06-12 05:00:00,Suburbs,Clear,Dry,Bus,Minor,4,3,High
5fffd33d,2024-06-12 06:00:00,Suburbs,Clear,Icy,Motorcycle,Fatal,2,6,High
f5c098ba,2024-06-12 07:00:00,Highway,Storm,Icy,Motorcycle,Minor,1,7,Moderate
19ea3404,2024-06-12 08:00:00,Residential Zone,Clear,Under Construction,Bicycle,Minor,1,3,High
70d02e11,2024-06-12 09:00:00,Highway,Snow,Icy,Bicycle,Fatal,1,1,Low
6faf9a8c,2024-06-12 10:00:00,Downtown,Storm,Under Construction,Bus,Moderate,4,5,Moderate
bd8f9aa2,2024-06-12 11:00:00,Residential Zone,Snow,Icy,Truck,Severe,4,1,Low
a4ab9684,2024-06-12 12:00:00,Industrial Area,Storm,Icy,Bicycle,Severe,4,5,Low
79bf5433,2024-06-12 13:00:00,Suburbs,Snow,Icy,Bicycle,Severe,3,7,High
9de8ae2e,2024-06-12 14:00:00,Suburbs,Storm,Wet,Bus,Severe,1,6,Low
29588247,2024-06-12 15:00:00,Suburbs,Storm,Icy,Motorcycle,Minor,4,8,High
cd871c64,2024-06-12 16:00:00,Downtown,Fog,Dry,Bicycle,Moderate,1,4,Moderate
164361e9,2024-06-12 17:00:00,Downtown,Storm,Dry,Bicycle,Fatal,3,7,Moderate
e3acc6e8,2024-06-12 18:00:00,Industrial Area,Storm,Under Construction,Bus,Severe,4,6,High
e0b50bef,2024-06-12 19:00:00,Highway,Storm,Dry,Bus,Minor,3,1,Low
a4f4e809,2024-06-12 20:00:00,Suburbs,Snow,Under Construction,Bus,Minor,2,0,Low
c112d8ba,2024-06-12 21:00:00,Suburbs,Fog,Icy,Motorcycle,Minor,1,1,Moderate
95ba018a,2024-06-12 22:00:00,Suburbs,Snow,Dry,Truck,Fatal,4,1,Moderate
cf7ee757,2024-06-12 23:00:00,Residential Zone,Storm,Dry,Bicycle,Fatal,3,9,Low
1cd0366e,2024-06-13 00:00:00,Highway,Clear,Under Construction,Motorcycle,Moderate,4,9,Moderate
f842bc30,2024-06-13 01:00:00,Residential Zone,Snow,Icy,Bus,Severe,4,5,High
6cff1716,2024-06-13 02:00:00,Industrial Area,Fog,Under Construction,Motorcycle,Moderate,4,0,Low
647c01ed,2024-06-13 03:00:00,Suburbs,Snow,Under Construction,Bicycle,Moderate,4,9,Moderate
adf94df3,2024-06-13 04:00:00,Highway,Storm,Icy,Car,Minor,1,5,Moderate
85632223,2024-06-13 05:00:00,Industrial Area,Snow,Under Construction,Bus,Severe,4,5,Low
535f6f19,2024-06-13 06:00:00,Industrial Area,Snow,Icy,Truck,Severe,3,4,Low
af8ae939,2024-06-13 07:00:00,Suburbs,Storm,Icy,Bus,Minor,1,6,Low
5c892013,2024-06-13 08:00:00,Industrial Area,Storm,Under Construction,Car,Severe,4,0,High
c1ad3c42,2024-06-13 09:00:00,Residential Zone,Fog,Icy,Bus,Moderate,4,8,Moderate
934053dc,2024-06-13 10:00:00,Industrial Area,Rain,Icy,Car,Minor,4,5,Low
18bd959a,2024-06-13 11:00:00,Industrial Area,Snow,Under Construction,Motorcycle,Moderate,2,4,Moderate
b7a687a6,2024-06-13 12:00:00,Residential Zone,Rain,Wet,Motorcycle,Minor,2,5,Moderate
ed57e90f,2024-06-13 13:00:00,Downtown,Rain,Under Construction,Truck,Moderate,2,9,Moderate
37dfb46d,2024-06-13 14:00:00,Suburbs,Clear,Wet,Truck,Fatal,4,0,Moderate
27377def,2024-06-13 15:00:00,Residential Zone,Snow,Wet,Motorcycle,Fatal,4,2,Moderate
d1bf44f5,2024-06-13 16:00:00,Residential Zone,Snow,Wet,Bus,Minor,2,5,Moderate
33738ecb,2024-06-13 17:00:00,Highway,Rain,Wet,Bus,Severe,2,4,Low
9f6aff02,2024-06-13 18:00:00,Residential Zone,Fog,Icy,Car,Severe,1,3,Low
c2755f98,2024-06-13 19:00:00,Residential Zone,Clear,Wet,Bicycle,Moderate,4,3,High
037bd569,2024-06-13 20:00:00,Industrial Area,Fog,Icy,Bus,Minor,2,7,Low
99b25de3,2024-06-13 21:00:00,Highway,Rain,Under Construction,Car,Fatal,4,6,Moderate
f17c1c00,2024-06-13 22:00:00,Residential Zone,Fog,Under Construction,Motorcycle,Moderate,2,8,High
6268be8d,2024-06-13 23:00:00,Suburbs,Storm,Wet,Motorcycle,Severe,4,9,Moderate
747fc192,2024-06-14 00:00:00,Residential Zone,Clear,Icy,Motorcycle,Severe,2,7,High
393dd3bf,2024-06-14 01:00:00,Industrial Area,Storm,Under Construction,Bus,Moderate,4,6,Moderate
a35ca254,2024-06-14 02:00:00,Highway,Snow,Wet,Bus,Fatal,4,5,High
ab6aa3c2,2024-06-14 03:00:00,Downtown,Rain,Wet,Truck,Fatal,2,6,Low
2fe78be8,2024-06-14 04:00:00,Residential Zone,Snow,Wet,Car,Severe,3,3,Moderate
73021712,2024-06-14 05:00:00,Industrial Area,Snow,Dry,Truck,Moderate,2,5,High
685ac233,2024-06-14 06:00:00,Industrial Area,Fog,Under Construction,Motorcycle,Fatal,1,2,Moderate
4509bb1b,2024-06-14 07:00:00,Highway,Snow,Dry,Bicycle,Minor,3,8,Moderate
13ed7816,2024-06-14 08:00:00,Downtown,Clear,Wet,Car,Minor,2,6,Moderate
e2a20491,2024-06-14 09:00:00,Suburbs,Clear,Wet,Truck,Moderate,2,4,Moderate
f0b37f75,2024-06-14 10:00:00,Residential Zone,Clear,Dry,Car,Severe,2,2,Moderate
0dcca700,2024-06-14 11:00:00,Highway,Snow,Icy,Bus,Minor,2,5,Moderate
153710f3,2024-06-14 12:00:00,Industrial Area,Storm,Under Construction,Bicycle,Moderate,4,7,Moderate
63dd98d7,2024-06-14 13:00:00,Residential Zone,Fog,Wet,Motorcycle,Moderate,3,5,Moderate
98b94e3e,2024-06-14 14:00:00,Highway,Clear,Dry,Truck,Minor,2,4,High
50bd6423,2024-06-14 15:00:00,Suburbs,Fog,Dry,Truck,Moderate,1,2,Moderate
fce6acc0,2024-06-14 16:00:00,Industrial Area,Storm,Wet,Bus,Moderate,2,6,Moderate
021b05a8,2024-06-14 17:00:00,Downtown,Fog,Under Construction,Bicycle,Severe,2,9,High
9e4d278c,2024-06-14 18:00:00,Industrial Area,Rain,Under Construction,Bus,Moderate,4,7,Moderate
4ea82d37,2024-06-14 19:00:00,Highway,Storm,Dry,Truck,Fatal,4,0,Low
ac1d1f47,2024-06-14 20:00:00,Industrial Area,Clear,Under Construction,Car,Moderate,2,9,Moderate
6c51c807,2024-06-14 21:00:00,Highway,Fog,Icy,Motorcycle,Fatal,4,2,Low
3338f7a1,2024-06-14 22:00:00,Suburbs,Storm,Icy,Bus,Minor,1,7,Moderate
3b433627,2024-06-14 23:00:00,Industrial Area,Storm,Icy,Bus,Minor,2,3,High
940bd73b,2024-06-15 00:00:00,Residential Zone,Clear,Under Construction,Truck,Minor,1,3,Low
42202a4a,2024-06-15 01:00:00,Residential Zone,Rain,Dry,Bus,Moderate,2,0,Low
1bee4ba1,2024-06-15 02:00:00,Industrial Area,Snow,Icy,Bus,Minor,3,3,Moderate
94a10e9c,2024-06-15 03:00:00,Suburbs,Clear,Wet,Motorcycle,Fatal,1,4,Low
4142ce9a,2024-06-15 04:00:00,Highway,Fog,Icy,Car,Minor,1,0,Low
fd63141a,2024-06-15 05:00:00,Industrial Area,Snow,Wet,Bicycle,Moderate,2,0,High
61914034,2024-06-15 06:00:00,Industrial Area,Clear,Dry,Motorcycle,Severe,1,9,High
b39e1f00,2024-06-15 07:00:00,Downtown,Storm,Dry,Truck,Severe,1,4,Moderate
ae4a21a0,2024-06-15 08:00:00,Residential Zone,Storm,Wet,Bicycle,Moderate,3,6,Moderate
7a70e16d,2024-06-15 09:00:00,Highway,Fog,Dry,Truck,Minor,3,5,Moderate
38ea9559,2024-06-15 10:00:00,Industrial Area,Snow,Wet,Motorcycle,Moderate,2,6,Moderate
909c0a4d,2024-06-15 11:00:00,Highway,Rain,Dry,Bus,Severe,4,7,High
b1c549a8,2024-06-15 12:00:00,Suburbs,Rain,Under Construction,Truck,Minor,1,6,High
cf32626e,2024-06-15 13:00:00,Industrial Area,Fog,Icy,Motorcycle,Minor,2,3,High
f2a586c0,2024-06-15 14:00:00,Residential Zone,Snow,Icy,Car,Fatal,3,4,Moderate
85d15d0a,2024-06-15 15:00:00,Industrial Area,Snow,Dry,Motorcycle,Minor,3,9,Moderate
5f56f3bc,2024-06-15 16:00:00,Highway,Rain,Wet,Bicycle,Moderate,1,9,High
01ba4c7e,2024-06-15 17:00:00,Industrial Area,Rain,Dry,Truck,Fatal,3,0,High
5b0c56a6,2024-06-15 18:00:00,Downtown,Fog,Under Construction,Car,Severe,1,3,High
736a8ecf,2024-06-15 19:00:00,Downtown,Rain,Under Construction,Bus,Minor,3,1,Moderate
fb1e6b52,2024-06-15 20:00:00,Residential Zone,Fog,Dry,Bicycle,Fatal,4,8,Moderate
1f1bd6b6,2024-06-15 21:00:00,Industrial Area,Storm,Under Construction,Car,Severe,4,4,High
99eaafc6,2024-06-15 22:00:00,Suburbs,Storm,Icy,Motorcycle,Minor,1,7,Low
53966af7,2024-06-15 23:00:00,Suburbs,Storm,Under Construction,Truck,Moderate,3,1,High
6b8bf946,2024-06-16 00:00:00,Highway,Clear,Dry,Car,Moderate,3,3,High
9cdb4e9a,2024-06-16 01:00:00,Highway,Snow,Under Construction,Bicycle,Minor,1,3,Moderate
586523bf,2024-06-16 02:00:00,Suburbs,Snow,Icy,Car,Minor,4,5,High
8a790e76,2024-06-16 03:00:00,Downtown,Fog,Icy,Truck,Minor,4,6,Moderate
a5565988,2024-06-16 04:00:00,Residential Zone,Rain,Under Construction,Bus,Severe,2,8,Moderate
133bb57f,2024-06-16 05:00:00,Suburbs,Fog,Dry,Bus,Severe,3,0,Moderate
f08afbf8,2024-06-16 06:00:00,Suburbs,Clear,Under Construction,Bicycle,Minor,2,4,Moderate
4ed91e7e,2024-06-16 07:00:00,Downtown,Snow,Dry,Bicycle,Severe,4,2,Moderate
49990e38,2024-06-16 08:00:00,Residential Zone,Rain,Wet,Bicycle,Moderate,4,0,Moderate
9e5f55b3,2024-06-16 09:00:00,Highway,Clear,Icy,Bicycle,Fatal,1,8,High
5fbc46d6,2024-06-16 10:00:00,Industrial Area,Fog,Dry,Truck,Moderate,3,3,Low
9b542931,2024-06-16 11:00:00,Industrial Area,Fog,Dry,Motorcycle,Moderate,2,3,Moderate
ab903b3f,2024-06-16 12:00:00,Downtown,Rain,Wet,Bicycle,Moderate,2,5,Low
2df2b370,2024-06-16 13:00:00,Residential Zone,Snow,Under Construction,Truck,Moderate,3,7,Low
b931d441,2024-06-16 14:00:00,Suburbs,Rain,Dry,Car,Severe,1,9,High
f3b189b1,2024-06-16 15:00:00,Downtown,Storm,Under Construction,Truck,Moderate,1,9,Low
2fba8a12,2024-06-16 16:00:00,Industrial Area,Rain,Dry,Bicycle,Fatal,3,9,Low
fd8251d8,2024-06-16 17:00:00,Suburbs,Fog,Under Construction,Motorcycle,Fatal,3,1,High
c1c3d2a0,2024-06-16 18:00:00,Residential Zone,Fog,Dry,Truck,Severe,2,6,Moderate
e007425e,2024-06-16 19:00:00,Industrial Area,Snow,Under Construction,Car,Fatal,1,1,Moderate
0b590a30,2024-06-16 20:00:00,Suburbs,Snow,Dry,Bus,Minor,4,8,High
a25f87f5,2024-06-16 21:00:00,Residential Zone,Fog,Icy,Bus,Severe,3,1,Low
0f6109de,2024-06-16 22:00:00,Industrial Area,Rain,Icy,Bus,Minor,3,4,Moderate
31966d82,2024-06-16 23:00:00,Suburbs,Storm,Icy,Bicycle,Severe,3,0,Moderate
b4477586,2024-06-17 00:00:00,Residential Zone,Rain,Icy,Motorcycle,Moderate,4,8,Moderate
d20b6f53,2024-06-17 01:00:00,Highway,Rain,Wet,Truck,Moderate,3,2,High
3788539f,2024-06-17 02:00:00,Suburbs,Snow,Wet,Bicycle,Fatal,1,2,Low
312a07ba,2024-06-17 03:00:00,Suburbs,Rain,Icy,Motorcycle,Fatal,3,6,Moderate
70091633,2024-06-17 04:00:00,Downtown,Fog,Dry,Truck,Minor,1,4,Moderate
e1ee85c0,2024-06-17 05:00:00,Suburbs,Rain,Icy,Bicycle,Moderate,1,6,High
aabda779,2024-06-17 06:00:00,Highway,Snow,Under Construction,Truck,Severe,4,8,High
18e8fbba,2024-06-17 07:00:00,Industrial Area,Fog,Dry,Truck,Fatal,4,3,Low
1ca0b4da,2024-06-17 08:00:00,Highway,Clear,Dry,Truck,Severe,3,3,High
7eff6d10,2024-06-17 09:00:00,Downtown,Clear,Icy,Motorcycle,Minor,3,6,High
23039faf,2024-06-17 10:00:00,Downtown,Storm,Icy,Car,Minor,4,9,Low
e6a81b52,2024-06-17 11:00:00,Downtown,Fog,Icy,Truck,Fatal,3,4,High
819555b7,2024-06-17 12:00:00,Residential Zone,Snow,Icy,Bicycle,Moderate,3,7,Moderate
f4595b56,2024-06-17 13:00:00,Highway,Clear,Dry,Bicycle,Fatal,2,9,Moderate
cfe9a329,2024-06-17 14:00:00,Industrial Area,Fog,Dry,Car,Moderate,3,7,Low
45099d30,2024-06-17 15:00:00,Highway,Rain,Under Construction,Car,Moderate,3,5,Low
5989984e,2024-06-17 16:00:00,Highway,Rain,Wet,Bicycle,Severe,1,6,Moderate
9752c663,2024-06-17 17:00:00,Downtown,Snow,Dry,Bus,Moderate,4,2,High
14ec9c63,2024-06-17 18:00:00,Residential Zone,Fog,Wet,Truck,Minor,1,1,Moderate
93791c0a,2024-06-17 19:00:00,Highway,Rain,Under Construction,Truck,Fatal,3,5,Moderate
c1434cfd,2024-06-17 20:00:00,Highway,Storm,Icy,Bicycle,Moderate,3,4,High
52e95d36,2024-06-17 21:00:00,Highway,Rain,Icy,Motorcycle,Severe,3,5,Moderate
ce2c0c3e,2024-06-17 22:00:00,Industrial Area,Clear,Under Construction,Truck,Minor,4,5,Low
56959d03,2024-06-17 23:00:00,Residential Zone,Rain,Wet,Bicycle,Fatal,2,6,High
3f799852,2024-06-18 00:00:00,Highway,Fog,Under Construction,Car,Minor,3,1,Moderate
cf850ea0,2024-06-18 01:00:00,Suburbs,Clear,Wet,Truck,Minor,1,9,Moderate
4ce96c4d,2024-06-18 02:00:00,Highway,Rain,Under Construction,Car,Fatal,1,1,Moderate
1019e4cf,2024-06-18 03:00:00,Suburbs,Snow,Wet,Truck,Minor,3,9,Moderate
c1ee9efc,2024-06-18 04:00:00,Suburbs,Storm,Icy,Bicycle,Severe,4,2,Moderate
4720273f,2024-06-18 05:00:00,Suburbs,Rain,Wet,Motorcycle,Fatal,2,4,Low
7d7cbac5,2024-06-18 06:00:00,Suburbs,Fog,Dry,Bus,Moderate,2,4,High
e88aa638,2024-06-18 07:00:00,Highway,Rain,Under Construction,Truck,Minor,3,1,High
c410abab,2024-06-18 08:00:00,Highway,Clear,Wet,Bus,Fatal,4,2,High
c4d3cf7c,2024-06-18 09:00:00,Suburbs,Storm,Dry,Motorcycle,Severe,3,8,Moderate
edcf9eb4,2024-06-18 10:00:00,Residential Zone,Storm,Icy,Bus,Minor,4,0,Moderate
7f289b68,2024-06-18 11:00:00,Downtown,Snow,Dry,Bus,Fatal,1,3,High
4327569e,2024-06-18 12:00:00,Suburbs,Snow,Wet,Bicycle,Minor,3,3,Low
5b9597d6,2024-06-18 13:00:00,Downtown,Clear,Dry,Bicycle,Minor,2,7,Moderate
dd5041d7,2024-06-18 14:00:00,Residential Zone,Fog,Wet,Motorcycle,Minor,3,3,High
bf011044,2024-06-18 15:00:00,Suburbs,Snow,Icy,Truck,Fatal,1,5,Low
391d50d4,2024-06-18 16:00:00,Residential Zone,Clear,Wet,Bus,Fatal,3,3,Low
e70844ef,2024-06-18 17:00:00,Downtown,Storm,Dry,Car,Minor,4,8,Moderate
5e185b8c,2024-06-18 18:00:00,Downtown,Rain,Dry,Truck,Severe,1,9,Moderate
b35cd596,2024-06-18 19:00:00,Residential Zone,Storm,Wet,Motorcycle,Severe,2,4,Moderate
b37a36a9,2024-06-18 20:00:00,Highway,Snow,Icy,Motorcycle,Moderate,2,8,Low
7d34cf48,2024-06-18 21:00:00,Highway,Storm,Wet,Car,Fatal,1,9,High
a37bc211,2024-06-18 22:00:00,Suburbs,Clear,Icy,Motorcycle,Severe,3,1,Low
e14cee8e,2024-06-18 23:00:00,Industrial Area,Clear,Under Construction,Car,Moderate,3,5,High
b8d26cfb,2024-06-19 00:00:00,Highway,Snow,Wet,Bicycle,Moderate,1,4,Moderate
dd69d90d,2024-06-19 01:00:00,Residential Zone,Fog,Under Construction,Car,Minor,1,7,Low
5e128488,2024-06-19 02:00:00,Residential Zone,Rain,Wet,Truck,Fatal,1,9,Low
ffd3f7b4,2024-06-19 03:00:00,Residential Zone,Fog,Dry,Car,Severe,3,8,Moderate
2d4d2b2e,2024-06-19 04:00:00,Suburbs,Fog,Under Construction,Bicycle,Minor,3,7,Moderate
73483b66,2024-06-19 05:00:00,Highway,Clear,Dry,Bus,Minor,3,4,High
7aa41ece,2024-06-19 06:00:00,Downtown,Fog,Wet,Car,Moderate,3,8,Low
d92d7b34,2024-06-19 07:00:00,Downtown,Clear,Wet,Bus,Fatal,4,5,Low
fa7a685c,2024-06-19 08:00:00,Suburbs,Rain,Icy,Bus,Fatal,2,5,Low
9330b328,2024-06-19 09:00:00,Downtown,Storm,Under Construction,Truck,Moderate,2,4,High
baca82ec,2024-06-19 10:00:00,Industrial Area,Clear,Under Construction,Motorcycle,Fatal,1,6,High
480eace9,2024-06-19 11:00:00,Residential Zone,Clear,Wet,Motorcycle,Fatal,4,9,Moderate
17155240,2024-06-19 12:00:00,Highway,Clear,Under Construction,Bicycle,Fatal,2,8,Moderate
db9fca92,2024-06-19 13:00:00,Industrial Area,Storm,Wet,Bicycle,Minor,3,9,Moderate
b50191dc,2024-06-19 14:00:00,Suburbs,Rain,Wet,Motorcycle,Minor,2,8,High
af962c0c,2024-06-19 15:00:00,Industrial Area,Rain,Wet,Bicycle,Severe,2,2,Moderate
34b623a7,2024-06-19 16:00:00,Suburbs,Clear,Under Construction,Car,Minor,1,4,Moderate
11ceba0f,2024-06-19 17:00:00,Highway,Snow,Wet,Car,Severe,4,4,Moderate
bdd633a6,2024-06-19 18:00:00,Suburbs,Fog,Icy,Car,Severe,3,8,Moderate
9aa4d18d,2024-06-19 19:00:00,Residential Zone,Clear,Icy,Bus,Moderate,3,3,High
09dcd138,2024-06-19 20:00:00,Suburbs,Snow,Dry,Truck,Moderate,4,8,High
29689253,2024-06-19 21:00:00,Downtown,Fog,Icy,Truck,Severe,2,0,Moderate
48716465,2024-06-19 22:00:00,Highway,Fog,Icy,Bus,Moderate,2,1,High
8fbf54d1,2024-06-19 23:00:00,Downtown,Clear,Dry,Bus,Severe,3,9,Moderate
1e495ee4,2024-06-20 00:00:00,Residential Zone,Rain,Icy,Truck,Minor,2,1,High
007bc677,2024-06-20 01:00:00,Industrial Area,Rain,Icy,Motorcycle,Severe,4,7,High
5cac9d13,2024-06-20 02:00:00,Downtown,Clear,Dry,Bus,Moderate,1,0,Moderate
16f056a3,2024-06-20 03:00:00,Downtown,Clear,Under Construction,Truck,Moderate,1,8,High
c86f8999,2024-06-20 04:00:00,Residential Zone,Rain,Icy,Motorcycle,Moderate,1,3,High
957f6691,2024-06-20 05:00:00,Highway,Storm,Dry,Car,Fatal,2,5,High
137201c2,2024-06-20 06:00:00,Industrial Area,Storm,Icy,Bicycle,Moderate,3,0,Moderate
209381b6,2024-06-20 07:00:00,Residential Zone,Storm,Dry,Truck,Minor,4,5,Moderate
d16dc8a3,2024-06-20 08:00:00,Downtown,Storm,Dry,Bicycle,Moderate,2,0,Moderate
af884019,2024-06-20 09:00:00,Suburbs,Clear,Icy,Truck,Fatal,3,2,Low
9036c8b8,2024-06-20 10:00:00,Highway,Rain,Icy,Bus,Severe,1,9,Low
579b2a8e,2024-06-20 11:00:00,Residential Zone,Rain,Dry,Motorcycle,Moderate,4,5,High
bf3e4031,2024-06-20 12:00:00,Downtown,Clear,Under Construction,Truck,Severe,3,8,Low
449d2820,2024-06-20 13:00:00,Highway,Storm,Wet,Car,Fatal,3,0,High
22685b99,2024-06-20 14:00:00,Industrial Area,Storm,Wet,Truck,Moderate,2,1,High
166f6e01,2024-06-20 15:00:00,Industrial Area,Snow,Icy,Motorcycle,Moderate,1,2,High
8c7aa18b,2024-06-20 16:00:00,Downtown,Storm,Under Construction,Car,Moderate,2,2,Low
1fe2e1d8,2024-06-20 17:00:00,Industrial Area,Rain,Wet,Truck,Moderate,1,6,Moderate
92e045d8,2024-06-20 18:00:00,Downtown,Snow,Dry,Truck,Minor,3,5,Low
6ef57eba,2024-06-20 19:00:00,Residential Zone,Rain,Dry,Bicycle,Minor,1,6,High
ae398314,2024-06-20 20:00:00,Suburbs,Clear,Icy,Car,Moderate,3,3,High
f189704d,2024-06-20 21:00:00,Highway,Snow,Wet,Bicycle,Fatal,1,2,Low
f57adf85,2024-06-20 22:00:00,Highway,Storm,Icy,Motorcycle,Minor,2,0,Moderate
c76dc310,2024-06-20 23:00:00,Residential Zone,Rain,Dry,Bicycle,Moderate,1,6,Low
843dfb29,2024-06-21 00:00:00,Residential Zone,Rain,Dry,Motorcycle,Moderate,4,1,Moderate
1a21166d,2024-06-21 01:00:00,Suburbs,Fog,Dry,Bicycle,Moderate,1,8,High
4db9ca5b,2024-06-21 02:00:00,Industrial Area,Fog,Dry,Bus,Moderate,3,6,High
6c995c94,2024-06-21 03:00:00,Highway,Fog,Wet,Truck,Moderate,4,5,Moderate
67fe5583,2024-06-21 04:00:00,Industrial Area,Fog,Icy,Bicycle,Minor,2,6,Moderate
74cc6632,2024-06-21 05:00:00,Industrial Area,Fog,Under Construction,Bus,Fatal,4,6,High
97bc0609,2024-06-21 06:00:00,Downtown,Snow,Dry,Motorcycle,Minor,3,9,Moderate
543b67ef,2024-06-21 07:00:00,Residential Zone,Storm,Icy,Bus,Fatal,1,9,High
00ae6200,2024-06-21 08:00:00,Residential Zone,Clear,Icy,Truck,Minor,1,1,Low
