Sale_ID,Product_ID,Store_ID,Sale_Date,Quantity_Sold,Revenue
cb96b2de,P004,S102,2034-07-02,53,17179
ed8320d3,P003,S101,2034-07-03,333,32253
19d794d9,P005,S102,2034-07-04,203,22209
f04f9180,P002,S103,2034-07-05,110,28505
a858c0b5,P002,S102,2034-07-06,393,14913
63c2e34b,P002,S101,2034-07-07,441,40350
5b35a28d,P005,S101,2034-07-08,239,12706
303ef47e,P001,S104,2034-07-09,346,39636
fd33da57,P003,S104,2034-07-10,26,11283
e7a0f5df,P004,S101,2034-07-11,348,44580
22d577c9,P002,S102,2034-07-12,20,3522
de9e0592,P002,S103,2034-07-13,383,25568
d056b3a9,P002,S104,2034-07-14,134,36881
bdbb2733,P005,S103,2034-07-15,461,5053
3364c8fb,P001,S102,2034-07-16,118,22505
cb35c6e5,P003,S103,2034-07-17,177,32692
932e6db0,P001,S104,2034-07-18,274,21714
93ed3cad,P002,S101,2034-07-19,142,27586
5c3786fa,P005,S103,2034-07-20,290,40365
532f37f9,P001,S103,2034-07-21,393,33356
861f6987,P003,S102,2034-07-22,374,39402
507482f9,P002,S103,2034-07-23,93,37756
231ddf4c,P003,S101,2034-07-24,261,3622
01d1f662,P002,S101,2034-07-25,284,18815
40da9217,P002,S103,2034-07-26,385,16194
d2c8b602,P002,S102,2034-07-27,247,41028
08d4f7fd,P005,S102,2034-07-28,340,47485
50c72020,P004,S102,2034-07-29,124,31839
d99db5e1,P003,S102,2034-07-30,157,11417
827ce70f,P005,S101,2034-07-31,497,33748
5a1484f1,P004,S101,2034-08-01,74,23719
10736e3a,P001,S103,2034-08-02,108,41287
28dfcd7c,P004,S104,2034-08-03,457,17078
5a84e803,P002,S104,2034-08-04,35,40700
3deb989b,P003,S103,2034-08-05,335,32444
af636857,P005,S103,2034-08-06,316,35446
c591a2c6,P005,S102,2034-08-07,135,35184
9d4b20c1,P003,S101,2034-08-08,312,47157
90ff42dc,P003,S104,2034-08-09,65,22581
3b3c625b,P003,S103,2034-08-10,191,21888
e28e9d48,P001,S101,2034-08-11,132,27150
a4bd64af,P001,S101,2034-08-12,374,23214
c50130d1,P001,S102,2034-08-13,324,32856
31adaab9,P001,S101,2034-08-14,295,24688
6ba9b843,P004,S102,2034-08-15,221,8141
7ebf4c90,P001,S103,2034-08-16,218,7977
05d561e6,P004,S102,2034-08-17,386,48686
800f94fd,P001,S103,2034-08-18,395,17497
99722607,P002,S103,2034-08-19,273,19103
b53ca1b3,P003,S102,2034-08-20,382,28014
2b9051d5,P003,S104,2034-08-21,178,18677
62063a75,P003,S104,2034-08-22,471,28852
111e49dd,P001,S104,2034-08-23,359,11988
7554f2fc,P005,S104,2034-08-24,147,39692
2e8fb782,P005,S101,2034-08-25,445,46044
64d0039a,P005,S104,2034-08-26,28,25042
718b2162,P005,S104,2034-08-27,265,31368
3ba5fcc9,P004,S103,2034-08-28,122,25937
6995bed4,P001,S102,2034-08-29,139,46879
0b6c67e5,P004,S102,2034-08-30,144,40215
77a26e4f,P004,S103,2034-08-31,279,2532
e53e99b7,P003,S102,2034-09-01,328,38849
1ab950f1,P004,S103,2034-09-02,221,3702
4d4e9a2f,P001,S101,2034-09-03,378,46037
43fc4673,P002,S104,2034-09-04,109,47746
e855bd8f,P003,S101,2034-09-05,156,37297
7cd98c49,P002,S104,2034-09-06,119,35244
5cea8496,P005,S102,2034-09-07,350,45377
25af50ec,P002,S102,2034-09-08,204,13164
20c88f76,P001,S103,2034-09-09,256,11913
37f613fc,P005,S103,2034-09-10,475,21417
8581c834,P002,S102,2034-09-11,22,22276
89500346,P003,S102,2034-09-12,322,40235
5bf4c9ec,P003,S101,2034-09-13,189,42362
99aaafc0,P001,S102,2034-09-14,402,11145
a93d2e65,P004,S101,2034-09-15,487,22604
2c128899,P004,S101,2034-09-16,67,39777
7f30b47a,P004,S102,2034-09-17,315,2955
bc02ba91,P004,S102,2034-09-18,351,20888
65917063,P003,S102,2034-09-19,183,10992
109773b6,P004,S102,2034-09-20,465,37736
087911fd,P004,S101,2034-09-21,104,15764
613b7310,P003,S102,2034-09-22,429,1341
e65292ea,P002,S104,2034-09-23,196,23293
e16d8158,P001,S104,2034-09-24,204,33485
9b1f672d,P003,S104,2034-09-25,22,48020
5b141920,P003,S101,2034-09-26,364,21092
1e08c531,P005,S103,2034-09-27,163,3580
d9e9388f,P005,S101,2034-09-28,127,26917
b37bbebc,P001,S103,2034-09-29,419,26735
2592333a,P002,S101,2034-09-30,472,1418
2e38b9a6,P004,S104,2034-10-01,139,5637
027e5c62,P005,S104,2034-10-02,495,31340
d02b6708,P004,S102,2034-10-03,385,21329
203a8627,P003,S103,2034-10-04,391,14681
50818382,P005,S103,2034-10-05,467,5142
12028670,P005,S103,2034-10-06,415,26708
a5819bb2,P001,S103,2034-10-07,246,2361
0d1672d8,P004,S103,2034-10-08,159,6901
d0a05192,P001,S101,2034-10-09,86,36315
d5e8088a,P005,S101,2034-10-10,496,5101
636993e7,P002,S104,2034-10-11,437,39044
d6d92eff,P001,S103,2034-10-12,32,30900
e4854563,P003,S101,2034-10-13,144,5928
de9de496,P002,S101,2034-10-14,141,47765
2afffae4,P005,S101,2034-10-15,350,25329
cce14018,P002,S104,2034-10-16,184,30608
d11e51e4,P002,S103,2034-10-17,375,31099
8d17bd4d,P003,S101,2034-10-18,474,38297
7a29701c,P005,S103,2034-10-19,203,9699
84f53286,P001,S101,2034-10-20,108,29235
b857a586,P004,S101,2034-10-21,237,28521
fdf24b15,P003,S102,2034-10-22,68,17787
b0c36a65,P004,S102,2034-10-23,172,36828
51f47f26,P001,S101,2034-10-24,484,35565
2f2c46e0,P003,S103,2034-10-25,263,9062
035b8712,P004,S101,2034-10-26,34,40403
dfd07e5a,P001,S101,2034-10-27,274,11091
f1540eec,P001,S104,2034-10-28,406,39465
683fdcf6,P005,S103,2034-10-29,472,28474
f124fefd,P004,S103,2034-10-30,389,32718
681cabab,P002,S104,2034-10-31,202,22292
c66e0fe2,P004,S101,2034-11-01,52,20732
5ea3efae,P003,S102,2034-11-02,229,34653
6748a68a,P004,S102,2034-11-03,171,20929
c597a8b4,P003,S104,2034-11-04,404,44261
034d0cd4,P002,S104,2034-11-05,422,22710
3c9856c3,P001,S104,2034-11-06,220,24605
5ecf7170,P005,S104,2034-11-07,291,13335
49504351,P005,S103,2034-11-08,76,31539
eb1b2897,P001,S103,2034-11-09,244,33006
fe910f7b,P001,S104,2034-11-10,162,22873
052b70b4,P002,S103,2034-11-11,175,44349
d37bf36d,P004,S104,2034-11-12,159,29247
ecbd6ccf,P003,S104,2034-11-13,426,21014
3592f3ea,P002,S101,2034-11-14,257,22853
4c3f680e,P004,S104,2034-11-15,236,9124
50c92253,P004,S104,2034-11-16,376,27581
2e68a924,P004,S102,2034-11-17,224,6110
4b1b4297,P004,S104,2034-11-18,332,46966
57ef853c,P005,S103,2034-11-19,12,9218
c38fc43f,P005,S103,2034-11-20,192,44736
491aa724,P005,S101,2034-11-21,297,8597
860c51be,P005,S102,2034-11-22,486,11958
f3a898e0,P003,S101,2034-11-23,183,26347
ad20ea91,P005,S103,2034-11-24,118,30443
d769d303,P003,S103,2034-11-25,446,24320
61b70f0e,P001,S104,2034-11-26,100,6117
3daadbfe,P002,S101,2034-11-27,367,33339
2995fdaa,P004,S103,2034-11-28,446,27949
c2fb0524,P003,S104,2034-11-29,114,19545
2ec4e671,P004,S103,2034-11-30,215,10570
6fc89b57,P005,S104,2034-12-01,299,12395
9650f942,P005,S104,2034-12-02,268,29971
c6b7206c,P005,S101,2034-12-03,81,18263
6f74346d,P005,S104,2034-12-04,221,48797
76103b41,P001,S103,2034-12-05,141,13132
cd766fd7,P001,S101,2034-12-06,141,9907
5dccb3f0,P003,S102,2034-12-07,223,32168
de06d828,P005,S103,2034-12-08,241,35439
6f5ce950,P002,S102,2034-12-09,132,11740
79c5e09a,P003,S101,2034-12-10,373,24434
8ffb04e2,P002,S103,2034-12-11,128,42182
60f68ad2,P001,S103,2034-12-12,449,29056
bb9d1356,P004,S101,2034-12-13,88,10728
89e0da06,P004,S101,2034-12-14,244,12207
8c0c9766,P004,S104,2034-12-15,300,13324
f1f0f043,P004,S102,2034-12-16,204,25509
3b437133,P002,S104,2034-12-17,63,28364
b3802a44,P003,S102,2034-12-18,284,19448
f47f1807,P003,S102,2034-12-19,396,45510
54dd082e,P002,S103,2034-12-20,115,13520
0fae54ef,P004,S104,2034-12-21,181,26444
f99d0b71,P001,S103,2034-12-22,180,36392
d5ce5c83,P001,S101,2034-12-23,76,1896
93b307eb,P003,S101,2034-12-24,320,40157
029b83f8,P001,S102,2034-12-25,445,18082
ba92bce0,P005,S102,2034-12-26,123,31600
36cf9113,P002,S104,2034-12-27,386,21190
9f125a1b,P005,S103,2034-12-28,168,21487
fb0dd69b,P003,S104,2034-12-29,16,43577
38f415a3,P004,S103,2034-12-30,425,21643
730dc032,P003,S103,2034-12-31,448,13691
513cc54c,P005,S103,2035-01-01,32,5784
cb0b8a2b,P003,S101,2035-01-02,368,3395
c75109ac,P001,S101,2035-01-03,137,15562
a6b38c24,P002,S104,2035-01-04,495,3308
1d0cd605,P004,S104,2035-01-05,303,21930
2416c373,P003,S102,2035-01-06,369,6185
993918be,P003,S104,2035-01-07,17,5603
03702d0a,P004,S104,2035-01-08,126,32373
2beb73a9,P002,S103,2035-01-09,398,41416
17b2fc5a,P005,S101,2035-01-10,460,22860
3920c511,P005,S101,2035-01-11,106,48690
9ba2917a,P003,S102,2035-01-12,66,39901
e716a210,P004,S101,2035-01-13,84,40674
b6c70ab9,P004,S101,2035-01-14,73,30174
b8439def,P002,S101,2035-01-15,409,31387
d3d72f8d,P003,S103,2035-01-16,78,21129
dca83602,P002,S102,2035-01-17,414,19836
55214e82,P003,S103,2035-01-18,463,39280
29091afe,P005,S101,2035-01-19,101,23841
72683a60,P004,S104,2035-01-20,156,6744
b8873772,P004,S104,2035-01-21,170,46131
2ca2a9c9,P001,S102,2035-01-22,368,27041
88196533,P005,S103,2035-01-23,493,31296
d2fdebd5,P004,S101,2035-01-24,170,13904
e434cd7c,P002,S101,2035-01-25,56,7748
237e8c58,P004,S102,2035-01-26,453,15323
cd65baf6,P001,S101,2035-01-27,388,32765
a02b803c,P004,S102,2035-01-28,147,21342
34e59d91,P003,S101,2035-01-29,483,41935
c1d73e81,P005,S103,2035-01-30,395,15555
dcce6cf8,P002,S102,2035-01-31,287,31930
3a2d3bcd,P002,S102,2035-02-01,130,18575
f347d7ab,P002,S104,2035-02-02,102,46816
89710743,P003,S104,2035-02-03,153,32840
eb3e79e5,P004,S103,2035-02-04,94,27026
0cb608da,P002,S103,2035-02-05,27,31733
d27294d8,P002,S101,2035-02-06,380,30948
5b305f5d,P002,S104,2035-02-07,77,8995
fdbc41e1,P001,S101,2035-02-08,279,17203
3f3810b2,P003,S102,2035-02-09,237,31146
bd347776,P003,S101,2035-02-10,49,34495
f847e6a3,P002,S101,2035-02-11,461,13715
36b237bd,P004,S101,2035-02-12,414,31244
5c658d53,P003,S102,2035-02-13,470,12232
cb4337cb,P003,S103,2035-02-14,310,26480
8b8e610b,P004,S101,2035-02-15,360,13797
f7a14ab6,P001,S102,2035-02-16,405,1873
5512a5c9,P001,S101,2035-02-17,463,23444
5f8c8d6d,P005,S103,2035-02-18,198,9717
ed07acaf,P001,S104,2035-02-19,62,5399
560268f7,P003,S103,2035-02-20,331,47425
1a230f3a,P001,S102,2035-02-21,436,43267
e5ab8bb6,P001,S103,2035-02-22,362,1404
354f2d93,P005,S101,2035-02-23,141,32515
a6f940c1,P004,S104,2035-02-24,359,42999
06cb1070,P001,S101,2035-02-25,25,43082
26e5eb41,P005,S101,2035-02-26,246,9358
947be9d9,P003,S101,2035-02-27,176,49519
736c2830,P002,S104,2035-02-28,25,46005
5e35f137,P005,S102,2035-03-01,321,45367
7a29102c,P003,S103,2035-03-02,85,5595
270ea50d,P001,S101,2035-03-03,478,43018
73f99a1c,P003,S103,2035-03-04,219,31275
86b5c9e9,P003,S104,2035-03-05,463,27074
ebdb8831,P001,S104,2035-03-06,150,49103
48173ace,P004,S101,2035-03-07,84,24089
39964821,P005,S103,2035-03-08,461,44431
82ba9e03,P003,S104,2035-03-09,52,23495
42f60a51,P003,S102,2035-03-10,197,46740
75be9293,P004,S102,2035-03-11,473,20220
8bc12087,P001,S103,2035-03-12,175,32114
5e26612c,P002,S101,2035-03-13,448,45552
ad321c6a,P004,S103,2035-03-14,160,4332
ee6ec609,P005,S104,2035-03-15,134,15721
735e9bf3,P002,S101,2035-03-16,233,11230
95f30313,P005,S103,2035-03-17,50,8428
3b42147f,P001,S103,2035-03-18,460,10679
1e464c39,P004,S103,2035-03-19,260,32128
4a25df8f,P003,S104,2035-03-20,177,27303
30233e6f,P001,S103,2035-03-21,238,23198
eda2069b,P002,S104,2035-03-22,471,23244
6a03125a,P001,S104,2035-03-23,42,1367
38844b81,P002,S102,2035-03-24,384,39529
a8c76c7c,P003,S104,2035-03-25,417,7431
24375701,P005,S101,2035-03-26,498,9585
958c1995,P002,S101,2035-03-27,353,34903
d8bdc8d3,P002,S101,2035-03-28,413,5342
5e46542d,P003,S104,2035-03-29,30,35296
b8673772,P005,S103,2035-03-30,341,28500
550259c9,P005,S102,2035-03-31,282,45950
5e6e6fe7,P004,S101,2035-04-01,63,32620
8fc0dbd2,P002,S101,2035-04-02,343,49971
8cb433bc,P001,S102,2035-04-03,287,1803
ef8f0c0f,P001,S104,2035-04-04,149,12166
c8ca834a,P004,S103,2035-04-05,434,17265
9902a09f,P003,S103,2035-04-06,22,14314
5d1fa5c9,P003,S104,2035-04-07,468,20929
348acb9a,P004,S104,2035-04-08,194,12472
6395c382,P004,S103,2035-04-09,376,43475
cf47fcf7,P003,S102,2035-04-10,320,40858
434b10aa,P001,S102,2035-04-11,466,32307
15b3baf7,P004,S103,2035-04-12,224,38081
30117e43,P005,S104,2035-04-13,167,8683
6620ecf8,P004,S103,2035-04-14,124,1958
7f17fedd,P001,S104,2035-04-15,426,4539
b8bca270,P005,S101,2035-04-16,121,1339
6cd31c81,P002,S101,2035-04-17,278,44457
3f351968,P002,S103,2035-04-18,252,25637
a80dbb4a,P001,S104,2035-04-19,394,4090
3a5eb24c,P002,S101,2035-04-20,405,9955
097cd542,P002,S101,2035-04-21,84,28263
9878ccc0,P001,S101,2035-04-22,120,4343
9679c325,P004,S103,2035-04-23,362,14067
a0bccb12,P003,S104,2035-04-24,432,14356
6812af8d,P003,S102,2035-04-25,12,17788
e0a46348,P005,S104,2035-04-26,119,26177
981bebd9,P002,S104,2035-04-27,160,4226
8d137a84,P002,S101,2035-04-28,243,22698
2376199a,P003,S104,2035-04-29,281,19627
f4b2dddc,P004,S104,2035-04-30,28,10431
446fb646,P003,S101,2035-05-01,145,6656
47a7c93c,P001,S102,2035-05-02,127,36993
5dda4cda,P003,S101,2035-05-03,463,12838
32869d97,P004,S103,2035-05-04,372,46253
f243b47c,P001,S104,2035-05-05,337,37855
fa337653,P004,S103,2035-05-06,105,27462
10bdc31b,P005,S102,2035-05-07,434,40729
843401a0,P004,S102,2035-05-08,256,46746
8186f18d,P005,S101,2035-05-09,138,16121
cd00dc53,P001,S101,2035-05-10,398,41975
cb29d0c8,P003,S101,2035-05-11,346,49934
eee43d74,P001,S101,2035-05-12,478,3388
0693a00f,P002,S102,2035-05-13,392,49415
622fbedc,P002,S104,2035-05-14,391,26161
6102ebd7,P005,S101,2035-05-15,243,9115
4f6ad4b7,P003,S101,2035-05-16,108,16617
3eb94083,P003,S102,2035-05-17,458,47188
00b86d55,P001,S101,2035-05-18,478,14668
725949d5,P003,S102,2035-05-19,115,21397
583870b9,P003,S104,2035-05-20,431,45582
c5daeacd,P005,S102,2035-05-21,329,9869
da82524b,P004,S103,2035-05-22,45,26245
7c19bfe5,P002,S101,2035-05-23,276,23275
b021f17a,P004,S101,2035-05-24,72,26539
e0fa811d,P001,S103,2035-05-25,491,4060
1bdfe2ad,P002,S103,2035-05-26,434,4749
4256c344,P005,S102,2035-05-27,385,42172
e5743eaf,P004,S102,2035-05-28,491,45429
999fe53e,P005,S104,2035-05-29,133,18122
d86f005c,P005,S103,2035-05-30,125,4060
003fca4e,P002,S102,2035-05-31,243,2193
26beba5d,P003,S103,2035-06-01,426,35096
f9cab685,P005,S104,2035-06-02,366,18154
07928517,P005,S104,2035-06-03,397,16739
9249bc47,P003,S101,2035-06-04,25,18372
a8e7f92a,P005,S102,2035-06-05,316,2796
85e83105,P004,S102,2035-06-06,352,40767
890a3ec9,P002,S102,2035-06-07,340,3819
0e65b910,P004,S102,2035-06-08,169,25770
322d331f,P002,S102,2035-06-09,348,12485
a06e897a,P003,S102,2035-06-10,289,15135
5265937a,P002,S102,2035-06-11,46,26486
d14b83e2,P005,S102,2035-06-12,349,25506
65cdda07,P001,S101,2035-06-13,213,43558
3fd24623,P005,S103,2035-06-14,463,17266
5705ce1a,P004,S102,2035-06-15,414,10229
9ec26310,P002,S101,2035-06-16,284,15121
1fc8d2b1,P004,S102,2035-06-17,377,48713
26d10004,P004,S104,2035-06-18,457,42894
876fff76,P002,S101,2035-06-19,246,24014
c55307f4,P003,S102,2035-06-20,494,10497
42ddc700,P005,S101,2035-06-21,259,38416
f4376fc0,P004,S104,2035-06-22,480,45493
7a7f419e,P005,S103,2035-06-23,420,14411
cd5b66d2,P002,S102,2035-06-24,264,27355
a5624f01,P004,S101,2035-06-25,99,7889
f3602d26,P005,S104,2035-06-26,238,49080
1cbf0608,P001,S101,2035-06-27,272,28604
29f2a912,P002,S103,2035-06-28,397,6865
34c5c46e,P001,S103,2035-06-29,111,3745
86cd67ce,P003,S103,2035-06-30,452,1936
9fd79460,P005,S102,2035-07-01,205,22470
d0efaa69,P002,S104,2035-07-02,83,3353
e515568d,P002,S101,2035-07-03,303,23073
6cab23c8,P003,S104,2035-07-04,101,39760
1bc871b0,P005,S101,2035-07-05,315,24886
535f1523,P001,S101,2035-07-06,334,36014
67c5b87a,P003,S104,2035-07-07,70,7534
cc2cb7c5,P005,S101,2035-07-08,237,1394
321bb2e0,P003,S103,2035-07-09,233,23645
a80d3830,P002,S101,2035-07-10,177,18842
cebc330b,P004,S101,2035-07-11,393,2844
ed3beea6,P001,S102,2035-07-12,66,15629
0f4276ab,P005,S101,2035-07-13,291,4598
7892f1be,P001,S102,2035-07-14,403,13323
ce6d2dfa,P003,S102,2035-07-15,158,5904
3c08dd10,P004,S104,2035-07-16,490,35399
aedb0a37,P002,S104,2035-07-17,148,5493
61100848,P001,S103,2035-07-18,257,48534
73923ebd,P004,S102,2035-07-19,103,28847
c455927e,P001,S101,2035-07-20,445,9222
947e1712,P004,S103,2035-07-21,351,13439
7df8f214,P005,S103,2035-07-22,463,32603
87c8019e,P002,S104,2035-07-23,35,38337
e3be9c0f,P003,S101,2035-07-24,329,6048
88858a0e,P004,S103,2035-07-25,408,49456
34eaae82,P003,S101,2035-07-26,70,24796
645acecb,P005,S101,2035-07-27,472,30859
3dede904,P003,S101,2035-07-28,274,49946
824e22d4,P005,S102,2035-07-29,155,29213
8f0ace0a,P004,S103,2035-07-30,47,17659
b1250578,P003,S103,2035-07-31,282,9640
b5c52264,P004,S102,2035-08-01,22,10738
c6f1db97,P003,S104,2035-08-02,147,14452
6c616bff,P005,S103,2035-08-03,488,18468
1e926a4d,P004,S104,2035-08-04,186,6895
7bf6db4f,P004,S101,2035-08-05,452,32323
f4c20bb2,P002,S101,2035-08-06,327,1505
2205ec94,P002,S103,2035-08-07,31,13117
44db202d,P001,S101,2035-08-08,218,48901
b3cec0b0,P002,S101,2035-08-09,492,7713
4082e900,P003,S102,2035-08-10,49,21964
144355e0,P002,S101,2035-08-11,320,8624
6ceffb43,P004,S103,2035-08-12,372,34445
7d13a032,P004,S104,2035-08-13,426,24271
7f6da13a,P005,S101,2035-08-14,419,17204
c0bb911f,P003,S104,2035-08-15,155,47448
c8a12dde,P004,S102,2035-08-16,195,45726
221a25f1,P001,S101,2035-08-17,217,47342
a1e0d69d,P002,S103,2035-08-18,320,26724
9a61daaa,P004,S103,2035-08-19,491,31602
73883113,P005,S104,2035-08-20,39,3725
8d538fad,P004,S102,2035-08-21,161,47614
5317fd90,P004,S102,2035-08-22,301,11801
64066710,P003,S102,2035-08-23,107,30440
a9195938,P004,S102,2035-08-24,322,46377
dda26388,P004,S103,2035-08-25,367,40444
c99127fd,P005,S103,2035-08-26,242,31510
196ea115,P003,S101,2035-08-27,65,14522
d50e2197,P003,S104,2035-08-28,446,38502
a74d2643,P002,S103,2035-08-29,210,21202
d2a9fd7a,P003,S102,2035-08-30,236,48154
5041c2c5,P004,S103,2035-08-31,310,48891
2460a8ae,P002,S104,2035-09-01,454,47882
c3416ddd,P001,S102,2035-09-02,51,38860
8fee3259,P003,S102,2035-09-03,178,17729
2bd13c3f,P005,S101,2035-09-04,472,1758
966a84ad,P003,S102,2035-09-05,40,41582
22942820,P005,S101,2035-09-06,254,30836
9dfa287b,P002,S102,2035-09-07,306,43432
299850c7,P003,S104,2035-09-08,424,46401
89ba30eb,P003,S102,2035-09-09,251,8093
b652d68b,P005,S101,2035-09-10,152,44009
ae5b0f6c,P002,S104,2035-09-11,405,37531
828700db,P002,S101,2035-09-12,31,32165
515c0a82,P001,S101,2035-09-13,485,39806
af0d3533,P001,S104,2035-09-14,249,3033
a9fe56ac,P003,S101,2035-09-15,209,30660
94db230e,P001,S103,2035-09-16,139,25554
d95fdcde,P004,S102,2035-09-17,251,7822
fd8d262a,P001,S104,2035-09-18,205,12689
a8af51eb,P004,S103,2035-09-19,63,24643
db0f16cf,P001,S102,2035-09-20,149,1759
11a128bd,P003,S103,2035-09-21,43,9390
c06a4adf,P002,S103,2035-09-22,312,15663
a0bc5a12,P001,S101,2035-09-23,263,44844
4ec7a70c,P004,S104,2035-09-24,472,33169
7860574c,P002,S103,2035-09-25,302,20741
be5e9b68,P001,S101,2035-09-26,122,18707
1e00295f,P004,S104,2035-09-27,256,31437
172c16e4,P002,S104,2035-09-28,165,39953
4344401b,P001,S103,2035-09-29,267,48853
3d51e6eb,P005,S101,2035-09-30,436,32856
379e8a4a,P004,S101,2035-10-01,144,11468
61545469,P005,S103,2035-10-02,170,26773
73430f6f,P001,S102,2035-10-03,170,38162
49d49bad,P005,S102,2035-10-04,23,45416
c0619cd3,P004,S103,2035-10-05,210,46808
1afc88db,P002,S104,2035-10-06,260,45872
7b615d9a,P004,S104,2035-10-07,10,3365
f4f174f4,P001,S104,2035-10-08,251,16479
ca9bcc64,P005,S104,2035-10-09,371,22493
832ea876,P001,S104,2035-10-10,330,13227
deb173a3,P003,S102,2035-10-11,346,10998
196f9a11,P005,S101,2035-10-12,179,13038
5de14f01,P001,S103,2035-10-13,225,29813
a0243bff,P004,S104,2035-10-14,297,2960
a560603d,P004,S103,2035-10-15,485,41649
ad6b1aa5,P005,S104,2035-10-16,89,9612
b584ba4d,P001,S101,2035-10-17,120,29230
1622cf07,P003,S104,2035-10-18,121,10252
47e4df77,P003,S104,2035-10-19,168,13560
b0a647e4,P004,S103,2035-10-20,255,47489
8fd3f2a0,P001,S104,2035-10-21,306,16124
fcfa42bf,P004,S104,2035-10-22,441,3067
4fb07d80,P002,S103,2035-10-23,144,43175
768a6968,P003,S103,2035-10-24,145,29906
376f6c72,P004,S102,2035-10-25,325,37753
1b19fbf5,P005,S101,2035-10-26,212,29347
ce440fa3,P002,S101,2035-10-27,458,44350
7af425b1,P005,S103,2035-10-28,283,26673
23114c1d,P003,S103,2035-10-29,99,26573
61f1ec0f,P002,S101,2035-10-30,482,19406
a312a14c,P001,S103,2035-10-31,14,14487
c05210f6,P001,S104,2035-11-01,86,5559
752cb013,P004,S103,2035-11-02,380,37696
c074c1b1,P003,S104,2035-11-03,458,40497
4f1b3789,P002,S104,2035-11-04,372,2471
9f692c78,P001,S102,2035-11-05,152,30674
935d41d5,P002,S104,2035-11-06,114,33465
519ece81,P005,S103,2035-11-07,333,4973
aa5a8a87,P004,S103,2035-11-08,126,49600
21aee2f2,P003,S102,2035-11-09,107,3952
6c39e8d2,P002,S102,2035-11-10,285,29861
17181610,P003,S104,2035-11-11,343,20590
d5795d40,P005,S103,2035-11-12,438,35589
d61577fc,P002,S104,2035-11-13,215,9120
6bdea913,P002,S101,2035-11-14,278,23230
46745e76,P001,S101,2035-11-15,259,26790
cb139de0,P002,S101,2035-11-16,247,4623
a7d8b706,P005,S103,2035-11-17,248,33594
afc6d860,P005,S101,2035-11-18,364,30948
dc1b0709,P001,S101,2035-11-19,433,7026
43e40121,P005,S104,2035-11-20,180,40429
26f916d3,P005,S104,2035-11-21,260,10941
0c208c6e,P003,S102,2035-11-22,192,28542
37419099,P003,S104,2035-11-23,210,7049
c50780b9,P002,S104,2035-11-24,150,42492
4ed37021,P004,S104,2035-11-25,428,29675
7aa6f741,P002,S101,2035-11-26,420,11478
5599375a,P002,S101,2035-11-27,358,46671
ac23fed7,P001,S104,2035-11-28,27,19773
c9b9546b,P003,S101,2035-11-29,429,35437
9e3fad67,P003,S103,2035-11-30,410,28563
4443d8e7,P001,S104,2035-12-01,20,14115
51af962c,P002,S104,2035-12-02,358,15454
cbea62ad,P002,S104,2035-12-03,321,19744
0cf32284,P005,S104,2035-12-04,245,18071
3f5b3f4c,P002,S101,2035-12-05,299,1488
a496e813,P005,S104,2035-12-06,301,13951
0269a75d,P005,S102,2035-12-07,345,44453
a57ae43b,P002,S102,2035-12-08,489,13015
7aa845be,P001,S101,2035-12-09,302,21172
80868446,P002,S102,2035-12-10,35,29879
4d4e3ce7,P002,S101,2035-12-11,270,39465
2e5a6fd2,P005,S103,2035-12-12,466,18712
7fe05ee4,P005,S103,2035-12-13,461,39593
8806f799,P005,S104,2035-12-14,221,29166
58cdb113,P005,S103,2035-12-15,151,24811
fd71ea5b,P005,S104,2035-12-16,351,13808
278942ca,P002,S101,2035-12-17,203,37657
b701e03c,P005,S102,2035-12-18,384,22564
3b00a45b,P004,S101,2035-12-19,379,49686
8f095447,P002,S101,2035-12-20,82,28741
688b7618,P001,S104,2035-12-21,55,36659
33891ae5,P005,S101,2035-12-22,471,31969
a8c05e84,P002,S101,2035-12-23,114,27368
9d2ba754,P005,S104,2035-12-24,373,3685
21124252,P003,S101,2035-12-25,244,46882
f4e132d7,P002,S104,2035-12-26,96,4920
68902419,P004,S104,2035-12-27,358,2063
f6d3e9c7,P004,S104,2035-12-28,62,6309
53dcbdcd,P002,S103,2035-12-29,486,12697
46e6033f,P003,S104,2035-12-30,100,23605
6d26c42f,P002,S104,2035-12-31,122,21387
e61de5e3,P002,S104,2036-01-01,253,30203
da51a617,P005,S102,2036-01-02,347,28307
78ffa6ce,P004,S102,2036-01-03,166,48861
cbc88383,P003,S103,2036-01-04,232,49065
18d00a4f,P003,S103,2036-01-05,221,43491
0e9387ec,P002,S102,2036-01-06,105,15498
eb263a22,P003,S103,2036-01-07,371,37204
66ccf38f,P005,S102,2036-01-08,52,46896
d8c34b31,P005,S102,2036-01-09,13,35334
aa74d514,P005,S103,2036-01-10,162,13776
a141b52d,P004,S103,2036-01-11,69,33108
db145690,P003,S104,2036-01-12,146,22575
48959c18,P004,S101,2036-01-13,18,32750
7bb1d83c,P002,S103,2036-01-14,164,39612
cd2cf2af,P004,S103,2036-01-15,483,10205
b1dcbd21,P003,S102,2036-01-16,264,10227
8f020dfd,P002,S103,2036-01-17,270,41978
22f25575,P001,S104,2036-01-18,242,29701
433025f6,P001,S101,2036-01-19,132,21763
4ee4523b,P003,S104,2036-01-20,448,21154
dfdb1456,P003,S102,2036-01-21,315,11265
ec433ad4,P001,S101,2036-01-22,409,32077
1cb4ccca,P004,S103,2036-01-23,153,18887
